source,identifier,identifier_clean,posted_date,linked_cr,linked_cshl,linked_epmc,in_epmc
Authorea,10.22541/au.159819150.00797431,10.22541/au.159819150.00797431,2020-08-23,NA,NA,NA,NA
Authorea,10.22541/au.158921580.05339522,10.22541/au.158921580.05339522,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.159792847.79369126,10.22541/au.159792847.79369126,2020-08-20,NA,NA,NA,NA
Authorea,10.22541/au.159231481.13523668,10.22541/au.159231481.13523668,2020-06-16,NA,NA,NA,NA
Authorea,10.22541/au.158888214.47607973,10.22541/au.158888214.47607973,2020-05-07,NA,NA,NA,NA
Authorea,10.22541/au.160275972.26816348/v1,10.22541/au.160275972.26816348,2020-10-15,NA,NA,NA,NA
Authorea,10.22541/au.159076908.83453832,10.22541/au.159076908.83453832,2020-05-29,NA,NA,NA,NA
Authorea,10.22541/au.159646763.39281913,10.22541/au.159646763.39281913,2020-08-03,NA,NA,NA,NA
Authorea,10.22541/au.159181187.75201316,10.22541/au.159181187.75201316,2020-06-10,NA,NA,NA,NA
Authorea,10.22541/au.159318490.03473024,10.22541/au.159318490.03473024,2020-06-26,NA,NA,NA,NA
Authorea,10.22541/au.158990374.48754251,10.22541/au.158990374.48754251,2020-05-19,NA,NA,NA,NA
Authorea,10.22541/au.159493382.24256014,10.22541/au.159493382.24256014,2020-07-16,NA,NA,NA,NA
Authorea,10.22541/au.159969792.23603385,10.22541/au.159969792.23603385,2020-09-10,NA,NA,NA,NA
Authorea,10.22541/au.160371410.07341991/v1,10.22541/au.160371410.07341991,2020-10-26,NA,NA,NA,NA
Authorea,10.22541/au.160545063.36927461/v1,10.22541/au.160545063.36927461,2020-11-15,NA,NA,NA,NA
Authorea,10.22541/au.159957151.19648620,10.22541/au.159957151.19648620,2020-09-08,NA,NA,NA,NA
Authorea,10.22541/au.159594008.85699595,10.22541/au.159594008.85699595,2020-07-28,NA,NA,NA,NA
Authorea,10.22541/au.160673226.66738260/v1,10.22541/au.160673226.66738260,2020-11-30,NA,NA,NA,in_epmc
Authorea,10.22541/au.158954591.13315226,10.22541/au.158954591.13315226,2020-05-15,NA,NA,NA,NA
Authorea,10.22541/au.159164076.65659447,10.22541/au.159164076.65659447,2020-06-08,NA,NA,NA,NA
Authorea,10.22541/au.158880295.56760884,10.22541/au.158880295.56760884,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.159863487.72300098,10.22541/au.159863487.72300098,2020-08-28,NA,NA,NA,NA
Authorea,10.22541/au.159103675.59631566,10.22541/au.159103675.59631566,2020-06-01,NA,NA,NA,NA
Authorea,10.22541/au.159301798.84401402,10.22541/au.159301798.84401402,2020-06-24,NA,NA,NA,NA
Authorea,10.22541/au.158888265.53194913,10.22541/au.158888265.53194913,2020-05-07,NA,NA,NA,NA
Authorea,10.22541/au.159863413.32498586,10.22541/au.159863413.32498586,2020-08-28,NA,NA,NA,NA
Authorea,10.22541/au.159050279.91041958,10.22541/au.159050279.91041958,2020-05-26,NA,NA,NA,NA
Authorea,10.22541/au.158938622.21516968,10.22541/au.158938622.21516968,2020-05-13,NA,NA,NA,NA
Authorea,10.22541/au.160864749.98515273/v2,10.22541/au.160864749.98515273,2020-12-22,NA,NA,NA,NA
Authorea,10.22541/au.158999385.53747279,10.22541/au.158999385.53747279,2020-05-20,NA,NA,NA,NA
Authorea,10.22541/au.159415142.20637179,10.22541/au.159415142.20637179,2020-07-07,NA,NA,NA,NA
Authorea,10.22541/au.158861377.70119774,10.22541/au.158861377.70119774,2020-05-04,NA,NA,NA,NA
Authorea,10.22541/au.158888269.90559753,10.22541/au.158888269.90559753,2020-05-07,NA,NA,NA,NA
Authorea,10.22541/au.159986340.07540965,10.22541/au.159986340.07540965,2020-09-11,NA,NA,NA,NA
Authorea,10.22541/au.158949191.12805677,10.22541/au.158949191.12805677,2020-05-14,NA,NA,NA,NA
Authorea,10.22541/au.160456334.44354879/v1,10.22541/au.160456334.44354879,2020-11-05,NA,NA,NA,NA
Authorea,10.22541/au.160803818.83072370/v1,10.22541/au.160803818.83072370,2020-12-15,NA,NA,NA,in_epmc
Authorea,10.22541/au.158999394.47881038,10.22541/au.158999394.47881038,2020-05-20,NA,NA,NA,NA
Authorea,10.22541/au.159415123.31301888,10.22541/au.159415123.31301888,2020-07-07,NA,NA,NA,NA
Authorea,10.22541/au.159611489.95884381,10.22541/au.159611489.95884381,2020-07-30,NA,NA,NA,NA
Authorea,10.22541/au.159818472.29796763,10.22541/au.159818472.29796763,2020-08-23,NA,NA,NA,NA
Authorea,10.22541/au.160349190.03481834/v1,10.22541/au.160349190.03481834,2020-10-23,NA,NA,NA,NA
Authorea,10.22541/au.159674853.37745616,10.22541/au.159674853.37745616,2020-08-06,NA,NA,NA,NA
Authorea,10.22541/au.159060746.65318597,10.22541/au.159060746.65318597,2020-05-27,NA,NA,NA,NA
Authorea,10.22541/au.158809538.82380206/v2,10.22541/au.158809538.82380206,2020-05-29,NA,NA,NA,NA
Authorea,10.22541/au.159525385.56685362,10.22541/au.159525385.56685362,2020-07-20,NA,NA,NA,NA
Authorea,10.22541/au.159414884.48174132,10.22541/au.159414884.48174132,2020-07-07,NA,NA,NA,NA
Authorea,10.22541/au.160646412.24677267/v1,10.22541/au.160646412.24677267,2020-11-27,NA,NA,NA,in_epmc
Authorea,10.22541/au.160578736.68156883/v1,10.22541/au.160578736.68156883,2020-11-19,NA,NA,NA,in_epmc
Authorea,10.22541/au.159284830.07925973,10.22541/au.159284830.07925973,2020-06-22,NA,NA,NA,NA
Authorea,10.22541/au.158921800.09912409,10.22541/au.158921800.09912409,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.158880106.60883758,10.22541/au.158880106.60883758,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160460110.06000903/v1,10.22541/au.160460110.06000903,2020-11-05,NA,NA,NA,NA
Authorea,10.22541/au.159493393.30759606,10.22541/au.159493393.30759606,2020-07-16,NA,NA,NA,NA
Authorea,10.22541/au.158879110.05334339,10.22541/au.158879110.05334339,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160326721.18910529/v1,10.22541/au.160326721.18910529,2020-10-21,NA,NA,NA,NA
Authorea,10.22541/au.158981353.35983995,10.22541/au.158981353.35983995,2020-05-18,NA,NA,NA,NA
Authorea,10.22541/au.160776187.78854537/v1,10.22541/au.160776187.78854537,2020-12-12,NA,NA,NA,in_epmc
Authorea,10.22541/au.159569221.17918499,10.22541/au.159569221.17918499,2020-07-25,NA,NA,NA,NA
Authorea,10.22541/au.158921774.44895613,10.22541/au.158921774.44895613,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.158879406.61360122,10.22541/au.158879406.61360122,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.159569114.47236055,10.22541/au.159569114.47236055,2020-07-25,NA,NA,NA,NA
Authorea,10.22541/au.159249003.35093394,10.22541/au.159249003.35093394,2020-06-18,NA,NA,NA,NA
Authorea,10.22541/au.160278619.95921260/v1,10.22541/au.160278619.95921260,2020-10-15,NA,NA,NA,NA
Authorea,10.22541/au.159038462.24049650,10.22541/au.159038462.24049650,2020-05-25,NA,NA,NA,NA
Authorea,10.22541/au.159136822.26388202,10.22541/au.159136822.26388202,2020-06-05,NA,NA,NA,NA
Authorea,10.22541/au.158880286.66355611,10.22541/au.158880286.66355611,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.159654499.92297223,10.22541/au.159654499.92297223,2020-08-04,NA,NA,NA,NA
Authorea,10.22541/au.160331979.96608863/v1,10.22541/au.160331979.96608863,2020-10-21,NA,NA,NA,NA
Authorea,10.22541/au.158921601.18194161,10.22541/au.158921601.18194161,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.159170711.16292378,10.22541/au.159170711.16292378,2020-06-09,NA,NA,NA,NA
Authorea,10.22541/au.159285570.04432555,10.22541/au.159285570.04432555,2020-06-22,NA,NA,NA,NA
Authorea,10.22541/au.160397366.64581136/v1,10.22541/au.160397366.64581136,2020-10-29,NA,NA,NA,NA
Authorea,10.22541/au.159076925.51509238,10.22541/au.159076925.51509238,2020-05-29,NA,NA,NA,NA
Authorea,10.22541/au.159473165.57487524,10.22541/au.159473165.57487524,2020-07-14,NA,NA,NA,NA
Authorea,10.22541/au.158938579.96973780,10.22541/au.158938579.96973780,2020-05-13,NA,NA,NA,NA
Authorea,10.22541/au.159595382.25283165,10.22541/au.159595382.25283165,2020-07-28,NA,NA,NA,NA
Authorea,10.22541/au.159373181.11051834,10.22541/au.159373181.11051834,2020-07-02,NA,NA,NA,NA
Authorea,10.22541/au.159724510.04326706,10.22541/au.159724510.04326706,2020-08-12,NA,NA,NA,NA
Authorea,10.22541/au.159103628.81491592,10.22541/au.159103628.81491592,2020-06-01,NA,NA,NA,NA
Authorea,10.22541/au.159909010.09289159,10.22541/au.159909010.09289159,2020-09-02,NA,NA,NA,NA
Authorea,10.22541/au.158991697.70023176,10.22541/au.158991697.70023176,2020-05-19,NA,NA,NA,NA
Authorea,10.22541/au.159363340.04088383,10.22541/au.159363340.04088383,2020-07-01,NA,NA,NA,NA
Authorea,10.22541/au.159069398.87906649,10.22541/au.159069398.87906649,2020-05-28,NA,NA,NA,NA
Authorea,10.22541/au.161009186.61903482/v1,10.22541/au.161009186.61903482,2021-01-08,NA,NA,NA,in_epmc
Authorea,10.22541/au.160133530.08134398,10.22541/au.160133530.08134398,2020-09-28,NA,NA,NA,NA
Authorea,10.22541/au.158880240.00304700,10.22541/au.158880240.00304700,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160571540.02057981/v1,10.22541/au.160571540.02057981,2020-11-18,NA,NA,linked_epmc,in_epmc
Authorea,10.22541/au.160517176.69072484/v1,10.22541/au.160517176.69072484,2020-11-12,NA,NA,NA,NA
Authorea,10.22541/au.160873142.24986879/v1,10.22541/au.160873142.24986879,2020-12-23,NA,NA,NA,in_epmc
Authorea,10.22541/au.160010865.58124057,10.22541/au.160010865.58124057,2020-09-14,NA,NA,NA,NA
Authorea,10.22541/au.159188377.79993131,10.22541/au.159188377.79993131,2020-06-11,NA,NA,NA,NA
Authorea,10.22541/au.158955330.06881415,10.22541/au.158955330.06881415,2020-05-15,NA,NA,NA,NA
Authorea,10.22541/au.158880283.34604328,10.22541/au.158880283.34604328,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160854745.53720272/v1,10.22541/au.160854745.53720272,2020-12-21,NA,NA,NA,in_epmc
Authorea,10.22541/au.160503140.07882881/v1,10.22541/au.160503140.07882881,2020-11-10,NA,NA,NA,NA
Authorea,10.22541/au.160637401.18473878/v1,10.22541/au.160637401.18473878,2020-11-26,NA,NA,NA,in_epmc
Authorea,10.22541/au.160513358.82993050/v1,10.22541/au.160513358.82993050,2020-11-11,NA,NA,NA,NA
Authorea,10.22541/au.160331961.19008241/v1,10.22541/au.160331961.19008241,2020-10-21,NA,NA,NA,NA
Authorea,10.22541/au.158879031.17693921,10.22541/au.158879031.17693921,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160801729.90427405/v1,10.22541/au.160801729.90427405,2020-12-15,NA,NA,NA,in_epmc
Authorea,10.22541/au.160464066.65454012/v1,10.22541/au.160464066.65454012,2020-11-06,NA,NA,NA,NA
Authorea,10.22541/au.159799145.54759313,10.22541/au.159799145.54759313,2020-08-21,NA,NA,NA,NA
Authorea,10.22541/au.158879147.71633549,10.22541/au.158879147.71633549,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160916109.91241770/v1,10.22541/au.160916109.91241770,2020-12-28,NA,NA,NA,in_epmc
Authorea,10.22541/au.159863553.37162687,10.22541/au.159863553.37162687,2020-08-28,NA,NA,NA,NA
Authorea,10.22541/au.159985407.77264567,10.22541/au.159985407.77264567,2020-09-11,NA,NA,NA,NA
Authorea,10.22541/au.159986862.23157416,10.22541/au.159986862.23157416,2020-09-11,NA,NA,NA,NA
Authorea,10.22541/au.158921551.16243371,10.22541/au.158921551.16243371,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.160133592.26872328,10.22541/au.160133592.26872328,2020-09-28,NA,NA,NA,NA
Authorea,10.22541/au.159601863.30418988,10.22541/au.159601863.30418988,2020-07-29,NA,NA,NA,NA
Authorea,10.22541/au.160510683.36272688/v1,10.22541/au.160510683.36272688,2020-11-11,NA,NA,NA,NA
Authorea,10.22541/au.159795391.12993390,10.22541/au.159795391.12993390,2020-08-20,NA,NA,NA,NA
Authorea,10.22541/au.159672642.29682726,10.22541/au.159672642.29682726,2020-08-06,NA,NA,NA,NA
Authorea,10.22541/au.160914182.23298067/v1,10.22541/au.160914182.23298067,2020-12-28,NA,NA,NA,NA
Authorea,10.22541/au.159372941.11458494,10.22541/au.159372941.11458494,2020-07-02,NA,NA,NA,NA
Authorea,10.22541/au.158879251.11857143,10.22541/au.158879251.11857143,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.160674692.22857990/v1,10.22541/au.160674692.22857990,2020-11-30,NA,NA,linked_epmc,in_epmc
Authorea,10.22541/au.159430753.36373086,10.22541/au.159430753.36373086,2020-07-09,NA,NA,NA,NA
Authorea,10.22541/au.160396932.21022667/v1,10.22541/au.160396932.21022667,2020-10-29,NA,NA,NA,NA
Authorea,10.22541/au.159301715.55885907,10.22541/au.159301715.55885907,2020-06-24,NA,NA,NA,NA
Authorea,10.22541/au.159183140.02820327,10.22541/au.159183140.02820327,2020-06-10,NA,NA,NA,NA
Authorea,10.22541/au.159249636.69357204,10.22541/au.159249636.69357204,2020-06-18,NA,NA,NA,NA
Authorea,10.22541/au.158880242.23658639,10.22541/au.158880242.23658639,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.158955363.30346358,10.22541/au.158955363.30346358,2020-05-15,NA,NA,NA,NA
Authorea,10.22541/au.158872328.86968358,10.22541/au.158872328.86968358,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.159602540.06483139,10.22541/au.159602540.06483139,2020-07-29,NA,NA,NA,NA
Authorea,10.22541/au.160288171.11558827/v1,10.22541/au.160288171.11558827,2020-10-16,NA,NA,NA,NA
Authorea,10.22541/au.159103620.03614209,10.22541/au.159103620.03614209,2020-06-01,NA,NA,NA,NA
Authorea,10.22541/au.159819233.38980294,10.22541/au.159819233.38980294,2020-08-23,NA,NA,NA,NA
Authorea,10.22541/au.160597263.32837900/v1,10.22541/au.160597263.32837900,2020-11-21,NA,NA,NA,in_epmc
Authorea,10.22541/au.159076935.53810399,10.22541/au.159076935.53810399,2020-05-29,NA,NA,NA,NA
Authorea,10.22541/au.159863207.71383881,10.22541/au.159863207.71383881,2020-08-28,NA,NA,NA,NA
Authorea,10.22541/au.159620869.98069001,10.22541/au.159620869.98069001,2020-07-31,NA,NA,NA,NA
Authorea,10.22541/au.159413604.48894097,10.22541/au.159413604.48894097,2020-07-07,NA,NA,NA,NA
Authorea,10.22541/au.158920914.46240655,10.22541/au.158920914.46240655,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.158920571.17423682,10.22541/au.158920571.17423682,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.159286119.92728253,10.22541/au.159286119.92728253,2020-06-22,NA,NA,NA,NA
Authorea,10.22541/au.160464797.73668356/v1,10.22541/au.160464797.73668356,2020-11-06,NA,NA,NA,NA
Authorea,10.22541/au.159170766.61093111,10.22541/au.159170766.61093111,2020-06-09,NA,NA,NA,NA
Authorea,10.22541/au.160516630.00713824/v1,10.22541/au.160516630.00713824,2020-11-12,NA,NA,NA,NA
Authorea,10.22541/au.160563832.21435147/v1,10.22541/au.160563832.21435147,2020-11-17,NA,NA,NA,in_epmc
Authorea,10.22541/au.159407078.80244158,10.22541/au.159407078.80244158,2020-07-06,NA,NA,NA,NA
Authorea,10.22541/au.159181137.78287140,10.22541/au.159181137.78287140,2020-06-10,NA,NA,NA,NA
Authorea,10.22541/au.160405024.43818724/v1,10.22541/au.160405024.43818724,2020-10-30,NA,NA,NA,NA
Authorea,10.22541/au.159915064.47211533,10.22541/au.159915064.47211533,2020-09-03,NA,NA,NA,NA
Authorea,10.22541/au.160070957.77490512,10.22541/au.160070957.77490512,2020-09-21,NA,NA,NA,NA
Authorea,10.22541/au.158871593.36900630,10.22541/au.158871593.36900630,2020-05-05,NA,NA,NA,NA
Authorea,10.22541/au.159818934.48487719,10.22541/au.159818934.48487719,2020-08-23,NA,NA,NA,NA
Authorea,10.22541/au.159292858.82650822,10.22541/au.159292858.82650822,2020-06-23,NA,NA,NA,NA
Authorea,10.22541/au.160344729.92641427/v1,10.22541/au.160344729.92641427,2020-10-23,NA,NA,NA,NA
Authorea,10.22541/au.160256886.63743394/v1,10.22541/au.160256886.63743394,2020-10-13,NA,NA,NA,NA
Authorea,10.22541/au.159335613.31156244,10.22541/au.159335613.31156244,2020-06-28,NA,NA,NA,NA
Authorea,10.22541/au.160403594.43735522/v1,10.22541/au.160403594.43735522,2020-10-30,NA,NA,NA,NA
Authorea,10.22541/au.159986331.15967694,10.22541/au.159986331.15967694,2020-09-11,NA,NA,NA,NA
Authorea,10.22541/au.159674584.43033526,10.22541/au.159674584.43033526,2020-08-06,NA,NA,NA,NA
Authorea,10.22541/au.159248796.68223685,10.22541/au.159248796.68223685,2020-06-18,NA,NA,NA,NA
Authorea,10.22541/au.160639753.31036000/v1,10.22541/au.160639753.31036000,2020-11-26,NA,NA,NA,in_epmc
Authorea,10.22541/au.159136826.64630414,10.22541/au.159136826.64630414,2020-06-05,NA,NA,NA,NA
Authorea,10.22541/au.159309994.43408130,10.22541/au.159309994.43408130,2020-06-25,NA,NA,NA,NA
Authorea,10.22541/au.158948991.10995387,10.22541/au.158948991.10995387,2020-05-14,NA,NA,NA,NA
Authorea,10.22541/au.160441712.26175508/v1,10.22541/au.160441712.26175508,2020-11-03,NA,NA,NA,NA
Authorea,10.22541/au.158949159.90350539,10.22541/au.158949159.90350539,2020-05-14,NA,NA,NA,NA
Authorea,10.22541/au.160456332.29655957/v1,10.22541/au.160456332.29655957,2020-11-05,NA,NA,NA,NA
Authorea,10.22541/au.159188542.27508922,10.22541/au.159188542.27508922,2020-06-11,NA,NA,NA,NA
Authorea,10.22541/au.159060411.10385705,10.22541/au.159060411.10385705,2020-05-27,NA,NA,NA,NA
Authorea,10.22541/au.160354623.32715644/v1,10.22541/au.160354623.32715644,2020-10-24,NA,NA,NA,NA
Authorea,10.22541/au.159551279.93842674,10.22541/au.159551279.93842674,2020-07-23,NA,NA,NA,NA
Authorea,10.22541/au.160373214.44393120/v1,10.22541/au.160373214.44393120,2020-10-26,NA,NA,NA,NA
Authorea,10.22541/au.158949147.79941656,10.22541/au.158949147.79941656,2020-05-14,NA,NA,NA,NA
Authorea,10.22541/au.160340464.43961886/v1,10.22541/au.160340464.43961886,2020-10-22,NA,NA,NA,NA
Authorea,10.22541/au.158872372.27720809,10.22541/au.158872372.27720809,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.159164605.58786876,10.22541/au.159164605.58786876,2020-06-08,NA,NA,NA,NA
Authorea,10.22541/au.160029769.94706191,10.22541/au.160029769.94706191,2020-09-16,NA,NA,NA,NA
Authorea,10.22541/au.160573566.66790189/v1,10.22541/au.160573566.66790189,2020-11-18,NA,NA,NA,NA
Authorea,10.22541/au.159665104.46247635,10.22541/au.159665104.46247635,2020-08-05,NA,NA,NA,NA
Authorea,10.22541/au.160071241.12667509,10.22541/au.160071241.12667509,2020-09-21,NA,NA,NA,NA
Authorea,10.22541/au.159413295.56725256,10.22541/au.159413295.56725256,2020-07-07,NA,NA,NA,NA
Authorea,10.22541/au.159714938.87149865,10.22541/au.159714938.87149865,2020-08-11,NA,NA,NA,NA
Authorea,10.22541/au.159620968.84116387,10.22541/au.159620968.84116387,2020-07-31,NA,NA,NA,NA
Authorea,10.22541/au.160689244.41003643/v1,10.22541/au.160689244.41003643,2020-12-02,NA,NA,NA,in_epmc
Authorea,10.22541/au.159225058.82292112,10.22541/au.159225058.82292112,2020-06-15,NA,NA,NA,NA
Authorea,10.22541/au.159129064.47440633,10.22541/au.159129064.47440633,2020-06-04,NA,NA,NA,NA
Authorea,10.22541/au.159769315.58213314,10.22541/au.159769315.58213314,2020-08-17,NA,NA,NA,NA
Authorea,10.22541/au.159181121.14843689,10.22541/au.159181121.14843689,2020-06-10,NA,NA,NA,NA
Authorea,10.22541/au.160374062.27233826/v1,10.22541/au.160374062.27233826,2020-10-26,NA,NA,NA,NA
Authorea,10.22541/au.159068312.29796158,10.22541/au.159068312.29796158,2020-05-28,NA,NA,NA,NA
Authorea,10.22541/au.159724509.93056098,10.22541/au.159724509.93056098,2020-08-12,NA,NA,NA,NA
Authorea,10.22541/au.159414758.88688346,10.22541/au.159414758.88688346,2020-07-07,NA,NA,NA,NA
Authorea,10.22541/au.160315184.48381199/v1,10.22541/au.160315184.48381199,2020-10-19,NA,NA,NA,NA
Authorea,10.22541/au.160253866.66313846/v1,10.22541/au.160253866.66313846,2020-10-12,NA,NA,NA,NA
Authorea,10.22541/au.159137421.16172030,10.22541/au.159137421.16172030,2020-06-05,NA,NA,NA,NA
Authorea,10.22541/au.160407204.45730000/v1,10.22541/au.160407204.45730000,2020-10-30,NA,NA,NA,NA
Authorea,10.22541/au.159586093.37489192,10.22541/au.159586093.37489192,2020-07-27,NA,NA,NA,NA
Authorea,10.22541/au.159493405.52618093,10.22541/au.159493405.52618093,2020-07-16,NA,NA,NA,NA
Authorea,10.22541/au.159534719.97150347,10.22541/au.159534719.97150347,2020-07-21,NA,NA,NA,NA
Authorea,10.22541/au.158896330.05120330,10.22541/au.158896330.05120330,2020-05-08,NA,NA,NA,NA
Authorea,10.22541/au.159327559.95778163,10.22541/au.159327559.95778163,2020-06-27,NA,NA,NA,NA
Authorea,10.22541/au.160797486.63735316/v1,10.22541/au.160797486.63735316,2020-12-14,NA,NA,NA,in_epmc
Authorea,10.22541/au.158944160.08634657,10.22541/au.158944160.08634657,2020-05-14,NA,NA,NA,NA
Authorea,10.22541/au.159986520.02493871,10.22541/au.159986520.02493871,2020-09-11,NA,NA,NA,NA
Authorea,10.22541/au.159100754.43122851,10.22541/au.159100754.43122851,2020-06-01,NA,NA,NA,NA
Authorea,10.22541/au.159136393.31896798,10.22541/au.159136393.31896798,2020-06-05,NA,NA,NA,NA
Authorea,10.22541/au.160621937.70411570/v1,10.22541/au.160621937.70411570,2020-11-24,NA,NA,NA,NA
Authorea,10.22541/au.160571164.40187395/v1,10.22541/au.160571164.40187395,2020-11-18,NA,NA,NA,in_epmc
Authorea,10.22541/au.158921625.56758049,10.22541/au.158921625.56758049,2020-05-11,NA,NA,NA,NA
Authorea,10.22541/au.159620924.44967774,10.22541/au.159620924.44967774,2020-07-31,NA,NA,NA,NA
Authorea,10.22541/au.160417264.45598527/v1,10.22541/au.160417264.45598527,2020-10-31,NA,NA,NA,NA
Authorea,10.22541/au.159986107.78351455,10.22541/au.159986107.78351455,2020-09-11,NA,NA,NA,NA
Authorea,10.22541/au.159103670.01225809,10.22541/au.159103670.01225809,2020-06-01,NA,NA,NA,NA
Authorea,10.22541/au.160861357.70823937/v1,10.22541/au.160861357.70823937,2020-12-22,NA,NA,NA,in_epmc
Authorea,10.22541/au.159242059.92923486,10.22541/au.159242059.92923486,2020-06-17,NA,NA,NA,NA
Authorea,10.22541/au.159009071.12154200,10.22541/au.159009071.12154200,2020-05-21,NA,NA,NA,NA
Authorea,10.22541/au.159863464.49177027,10.22541/au.159863464.49177027,2020-08-28,NA,NA,NA,NA
Authorea,10.22541/au.158880132.24427210,10.22541/au.158880132.24427210,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.159818422.28827874,10.22541/au.159818422.28827874,2020-08-23,NA,NA,NA,NA
Authorea,10.22541/au.159110390.00085609,10.22541/au.159110390.00085609,2020-06-02,NA,NA,NA,NA
Authorea,10.22541/au.159170670.06877881,10.22541/au.159170670.06877881,2020-06-09,NA,NA,NA,NA
Authorea,10.22541/au.160673585.52596009/v1,10.22541/au.160673585.52596009,2020-11-30,NA,NA,NA,in_epmc
Authorea,10.22541/au.160684625.54943545/v1,10.22541/au.160684625.54943545,2020-12-01,NA,NA,NA,in_epmc
Authorea,10.22541/au.160331924.46336457/v1,10.22541/au.160331924.46336457,2020-10-21,NA,NA,NA,NA
Authorea,10.22541/au.158938595.50403411,10.22541/au.158938595.50403411,2020-05-13,NA,NA,NA,NA
Authorea,10.22541/au.158880276.67980388,10.22541/au.158880276.67980388,2020-05-06,NA,NA,NA,NA
Authorea,10.22541/au.161004273.37140148/v1,10.22541/au.161004273.37140148,2021-01-07,NA,NA,NA,in_epmc
Authorea,10.22541/au.159646143.39104685,10.22541/au.159646143.39104685,2020-08-03,NA,NA,NA,NA
Authorea,10.22541/au.159862958.88023886,10.22541/au.159862958.88023886,2020-08-28,NA,NA,NA,NA
